,tip,tip_pc
625899,1,0.13396679826864688
625907,1,0.13868942756862707
625936,1,0.08305070145167924
625943,1,0.06371748584683945
625958,0,0.0
625976,0,0.0
625986,0,0.0
625992,1,0.09638682219296157
626012,0,0.0
626021,1,0.14784329667837703
626028,1,0.12618564517290762
626050,1,0.12011727120620602
626114,0,0.0
626145,1,0.08753628847128701
626158,1,0.10558635351972934
626172,0,0.0
626192,1,0.1347089692904348
626197,0,0.0
626201,1,0.13578481743790216
626206,0,0.0
626227,1,0.10440577813362917
626247,0,0.0
626255,0,0.0
626270,1,0.09849536820288497
626390,1,0.1167359348936038
626422,1,0.07662517008137534
626429,1,0.10234364310875996
626439,0,0.0
626464,0,0.0
626500,0,0.0
626513,0,0.0
626585,0,0.0
626607,0,0.0
626612,0,0.0
626633,0,0.0
626643,1,0.09869445150924158
626660,0,0.0
626666,0,0.0
626675,0,0.0
626691,1,0.08445249438181715
626697,0,0.0
626730,1,0.13606996483811368
626746,1,0.13440861545843547
626753,0,0.0
626770,0,0.0
626810,0,0.0
626845,1,0.07257362706456393
626873,1,0.07910411832216475
626929,1,0.14405978275244186
626934,0,0.0
626951,1,0.11593798683602086
626961,1,0.10097583217765482
626966,0,0.0
626970,0,0.0
626979,0,0.0
627031,1,0.10139794162195812
627132,0,0.0
627144,1,0.13984659966305102
627154,0,0.0
627196,1,0.07444925740600325
627237,1,0.12514775469372458
627326,1,0.11884090873824099
627390,1,0.12256883711190075
627402,0,0.0
627422,1,0.10976516673479389
627456,0,0.0
627523,1,0.07413422683868316
627597,0,0.0
627698,0,0.0
627708,1,0.09512677676278838
627721,0,0.0
627753,1,0.11400815624614175
627782,1,0.09792545677743561
627831,1,0.11106692545079487
627835,1,0.10335359128206681
627857,0,0.0
627863,1,0.08533695627164653
627892,1,0.11603248282955131
627896,0,0.0
627951,1,0.115338311387776
627960,0,0.0
627999,1,0.10848660748405665
628042,0,0.0
628088,1,0.12861839778257692
628103,0,0.0
628108,1,0.09032631174326648
628157,1,0.1215998259012693
628166,0,0.0
628219,0,0.0
628225,0,0.0
628235,1,0.08983386218872709
628263,0,0.0
628268,1,0.0748788377490639
628354,1,0.1283213557679816
628358,0,0.0
628363,0,0.0
628380,1,0.09110440984437948
628408,0,0.0
628416,1,0.09990093910515463
628425,1,0.08315037071134308
628436,0,0.0
628441,0,0.0
628488,1,0.1380834523157852
628570,1,0.07690122225329105
628574,0,0.0
628578,1,0.06448653445546043
628582,0,0.0
628588,0,0.0
628596,1,0.08958359556944498
628606,1,0.10638564021850355
628611,0,0.0
628658,1,0.1251899072467022
628670,1,0.11931916840447457
628676,1,0.09642026194019257
628738,0,0.0
628751,0,0.0
628755,1,0.10182116287587525
628889,0,0.0
628940,0,0.0
628945,0,0.0
628966,0,0.0
628999,1,0.10446346736576334
629021,1,0.1130491109995704
629026,1,0.10666754627497307
629034,0,0.0
629048,0,0.0
629115,1,0.12038906355408455
629133,0,0.0
629156,1,0.12822776610178968
629214,1,0.10441779435042035
629219,1,0.1315041354352665
629314,0,0.0
629360,0,0.0
629364,0,0.0
629393,1,0.11033914112067963
629411,0,0.0
629471,0,0.0
629520,1,0.07013533320616767
629529,0,0.0
629579,1,0.09200042343077615
629602,0,0.0
629616,1,0.08844002096542398
629660,1,0.13007329910949136
629667,0,0.0
629690,1,0.11716793311796796
629724,1,0.13847031237913376
629777,0,0.0
629844,1,0.08880648592769616
629855,0,0.0
629859,1,0.07924191647903484
629872,1,0.07113288257111675
629878,0,0.0
629949,0,0.0
629984,0,0.0
629993,0,0.0
629997,0,0.0
630027,0,0.0
630042,1,0.08873085187845708
630084,1,0.1141163969447217
630095,1,0.09090660457117786
630115,0,0.0
630172,1,0.1110571386669594
630197,1,0.11343694606472943
630203,0,0.0
630219,0,0.0
630231,0,0.0
630279,1,0.12208582653475752
630296,0,0.0
630309,0,0.0
630360,1,0.13654091008005928
630364,0,0.0
630377,0,0.0
630383,1,0.09687923000861864
630387,0,0.0
630418,1,0.10425185199188697
630481,1,0.12324920291296175
630568,1,0.10913948953372099
630576,0,0.0
630637,0,0.0
630684,0,0.0
630699,0,0.0
630742,0,0.0
630755,1,0.07601181287675379
630801,1,0.08560712032831715
630844,1,0.07075352032853602
630858,1,0.09189998704474509
630864,1,0.1261891931502798
630898,1,0.09845058367448886
630978,0,0.0
630994,0,0.0
630998,0,0.0
631024,1,0.09257209341824349
631166,0,0.0
631245,0,0.0
631255,1,0.11448415734236286
631294,1,0.10756281448054071
631305,1,0.12804419993235455
631312,1,0.10580558714622798
631364,1,0.11528798709483662
631368,0,0.0
631373,1,0.11461145783789312
631420,0,0.0
631426,1,0.07417986452895506
631444,0,0.0
631513,0,0.0
631523,1,0.07895429751930494
631541,1,0.09319154364445875
631546,1,0.07366111519626295
631552,0,0.0
631570,0,0.0
631575,1,0.11343191897384643
631580,1,0.06516921663007484
631610,0,0.0
631615,0,0.0
631629,1,0.07029657596263356
631636,0,0.0
631640,0,0.0
631654,0,0.0
631666,1,0.06913748686593107
631679,0,0.0
631700,0,0.0
631717,1,0.11627379004193034
631760,1,0.1261539710844638
631764,0,0.0
631770,1,0.14915096329161737
631779,0,0.0
631817,1,0.0764741647849054
631839,0,0.0
631844,1,0.16654366436901757
631866,0,0.0
631870,0,0.0
631885,1,0.07496000073230422
631907,0,0.0
631933,0,0.0
631947,1,0.0889665814371347
631976,1,0.12388500934028243
632006,1,0.1387464454874751
632024,1,0.07552108183361216
632035,0,0.0
632106,1,0.12491935662373227
632139,1,0.1355434604939222
632177,1,0.11896680099426796
632189,1,0.07307039667957356
632218,0,0.0
632243,0,0.0
632343,0,0.0
632382,1,0.13597128891728505
632386,0,0.0
632399,0,0.0
632432,1,0.0942613489768683
632503,1,0.11599340208642772
632517,1,0.0778127802963367
632544,1,0.10908289505830436
632570,1,0.13981501457000467
632624,0,0.0
632644,1,0.1104511603022593
632648,0,0.0
632660,0,0.0
632676,1,0.09638343315188468
632689,1,0.10478867060469294
632707,1,0.12674667811917267
632712,0,0.0
632721,0,0.0
632735,1,0.07419798915579473
632742,0,0.0
632785,0,0.0
632811,0,0.0
632815,0,0.0
632819,0,0.0
632830,0,0.0
632880,1,0.12497329238783887
632913,0,0.0
632952,1,0.10539889241473671
632969,1,0.08484501637964584
632983,0,0.0
633034,1,0.06850610330188661
633113,0,0.0
633117,1,0.09726785401733419
633123,0,0.0
633171,0,0.0
633190,0,0.0
633302,1,0.08649269326887819
633351,1,0.1264104178858364
633426,0,0.0
633444,1,0.08863252892424184
633448,0,0.0
633477,1,0.07890652170582572
633502,0,0.0
633515,0,0.0
633519,0,0.0
633523,0,0.0
633528,0,0.0
633568,0,0.0
633582,0,0.0
633599,1,0.07127460319741756
633621,1,0.1079444613670083
633635,0,0.0
633804,0,0.0
633830,0,0.0
633845,1,0.06633999731216954
633870,0,0.0
633901,0,0.0
633907,0,0.0
633927,0,0.0
633936,0,0.0
633941,0,0.0
633984,1,0.11600625098045708
633992,1,0.11024458603274707
634017,0,0.0
634058,0,0.0
634062,1,0.1316080955228763
634097,1,0.10931555662030519
634119,0,0.0
634169,1,0.07941555802983839
634182,0,0.0
634198,0,0.0
634202,1,0.08431897661400667
634221,0,0.0
634226,0,0.0
634253,1,0.15128729483769254
634267,0,0.0
634292,1,0.0877936794780349
634305,1,0.12388481142806987
634391,1,0.07327362925667827
634396,0,0.0
634403,0,0.0
634417,1,0.07599071930004371
634462,0,0.0
634468,1,0.07635719696510011
634477,0,0.0
634484,1,0.0657813009046663
634488,0,0.0
634496,0,0.0
634501,0,0.0
634505,1,0.12027941711324466
634524,0,0.0
634530,0,0.0
634546,1,0.11749884607258075
634596,0,0.0
634624,1,0.08012044092132142
634650,1,0.12618881539517296
634679,1,0.07171841951383678
634685,0,0.0
634693,0,0.0
634714,1,0.06878659848751231
634743,0,0.0
634753,0,0.0
634762,0,0.0
634780,0,0.0
634785,1,0.07637893194417542
634800,0,0.0
634804,1,0.09374444711631402
634808,0,0.0
634817,1,0.09709662014751372
634821,1,0.11109647787978505
634826,0,0.0
634833,1,0.16569168123676647
634838,1,0.08017733130137965
634863,0,0.0
634874,0,0.0
634878,0,0.0
634887,0,0.0
634941,0,0.0
635021,1,0.11126457887000349
635049,1,0.07461058656293922
635071,1,0.134376203008979
635091,1,0.1771786719421552
635114,0,0.0
635140,0,0.0
635144,0,0.0
635245,0,0.0
635264,0,0.0
635289,1,0.07514256646415278
635294,0,0.0
635299,0,0.0
635303,0,0.0
635309,1,0.1602320927599273
635316,0,0.0
635336,1,0.09076281324513419
635382,1,0.10003325003901131
635388,1,0.11735680752106495
635403,0,0.0
635411,0,0.0
635418,0,0.0
635433,1,0.10597006900349132
635442,0,0.0
635448,1,0.1395197734166027
635468,1,0.09219435439647036
635499,1,0.11515918295898199
635503,0,0.0
635508,0,0.0
635512,1,0.09699172912100487
635521,0,0.0
635563,1,0.11254213791550971
635578,0,0.0
635647,0,0.0
635652,0,0.0
635659,0,0.0
635669,1,0.11731295293017026
635693,0,0.0
635719,0,0.0
635723,1,0.06804192070958005
635739,0,0.0
635743,1,0.09578984393310772
635789,0,0.0
635799,0,0.0
635850,1,0.06846730129058406
635858,1,0.09145163379976742
635874,1,0.12312014307815297
635882,1,0.07426707537522678
635977,1,0.09087608932687781
636029,0,0.0
636033,1,0.1498236567834952
636069,0,0.0
636082,0,0.0
636086,1,0.06938076619108731
636154,1,0.11835098380445117
636159,0,0.0
636197,1,0.07902169885573725
636226,0,0.0
636230,0,0.0
636293,1,0.08627602099862705
636315,0,0.0
636319,0,0.0
636471,1,0.10742498227865008
636495,1,0.06887964964269984
636499,0,0.0
636508,1,0.12651251890924764
636532,1,0.10847162527081408
636571,0,0.0
636619,1,0.09229509757045691
636641,1,0.11768971703008678
636677,0,0.0
636714,1,0.10104185390063053
636727,1,0.13391773095705994
636733,0,0.0
636739,0,0.0
636781,0,0.0
636789,0,0.0
636805,1,0.13767873861219204
636821,0,0.0
636851,1,0.13006467076681982
636887,1,0.07181806167535967
636892,0,0.0
636897,1,0.11283876615834967
636910,0,0.0
636917,0,0.0
636981,1,0.13566564355855665
636991,1,0.0723876090849923
637001,0,0.0
637059,1,0.12905991000560196
637083,1,0.07811917881861129
637142,0,0.0
637197,1,0.08959313445074304
637206,1,0.11298451053586159
637264,1,0.13002344200403662
637322,1,0.10893251954710048
637336,0,0.0
637375,1,0.10209404752044907
637386,1,0.08867760525332567
637476,1,0.11384641643430413
637495,1,0.08598576759897064
637504,1,0.09907037126426069
637514,0,0.0
637525,0,0.0
637567,0,0.0
637572,1,0.12849202318273165
637604,1,0.13709277364670402
637652,1,0.0695049265390899
637707,0,0.0
637735,0,0.0
637753,0,0.0
637772,0,0.0
637791,1,0.09213135222148804
637835,0,0.0
637849,1,0.0793231061853041
637855,1,0.07590774962619912
637914,1,0.13897973762444532
637927,1,0.0970750766295562
637931,1,0.15351110858013028
637977,1,0.09964181487106843
638017,1,0.06793928885613482
638021,1,0.13638594946004912
638089,0,0.0
638120,1,0.10387115677542737
638166,0,0.0
638184,1,0.08579694190071145
638197,0,0.0
638341,1,0.11826265215685614
638367,0,0.0
638393,1,0.11647387745424301
638401,1,0.0871021214098407
638495,1,0.09410550454817737
638499,0,0.0
638505,0,0.0
638567,1,0.10774927699701436
638586,0,0.0
638593,0,0.0
638612,0,0.0
638616,1,0.11218739990347262
638633,1,0.12259141188239125
638640,0,0.0
638644,0,0.0
638674,1,0.1431678861596567
638678,1,0.0705823199715279
638711,1,0.12204836075623446
638751,1,0.12268882364436484
638760,0,0.0
638846,0,0.0
639033,1,0.09511941869980582
639054,0,0.0
639071,0,0.0
639093,1,0.07419051490381953
639112,1,0.1453740458755443
639135,1,0.09165243150697465
639147,1,0.08055460764812705
639153,1,0.14721353474690552
639158,1,0.06742673843523629
639200,0,0.0
639244,1,0.1000833640320391
639298,1,0.09978754906409897
639320,0,0.0
639332,0,0.0
639356,1,0.14174374166690362
639392,1,0.09825092950904701
639402,0,0.0
639413,1,0.06811686950586227
639422,0,0.0
639477,0,0.0
639551,1,0.1636190622275695
639572,1,0.1338975746757804
639578,0,0.0
639582,1,0.07347227197914899
639592,1,0.13446575134027705
639605,0,0.0
639665,1,0.0813449496607917
639722,0,0.0
639732,1,0.11002589229235973
639758,1,0.07828239791050584
639770,0,0.0
639804,0,0.0
639819,1,0.0986228112157664
639824,0,0.0
639866,1,0.09262853291840545
639881,0,0.0
639885,1,0.12613501781409148
640034,1,0.08828445443763225
640047,0,0.0
640102,0,0.0
640109,1,0.11177156708515133
640199,1,0.11384632041705883
640205,0,0.0
640209,1,0.08737258532933637
640215,0,0.0
640262,1,0.10247536748136829
640269,0,0.0
640295,1,0.1178924525456174
640319,1,0.09619281774660235
640323,0,0.0
640349,1,0.08091145242744781
640358,0,0.0
640381,1,0.10768112369140875
640385,0,0.0
640391,0,0.0
640416,0,0.0
640436,0,0.0
640502,0,0.0
640528,1,0.07206596720857167
640539,0,0.0
640544,1,0.07508444667769344
640553,1,0.12466749408057924
640585,1,0.10623500277589978
640592,1,0.10816212550893498
640600,0,0.0
640637,0,0.0
640650,0,0.0
640668,0,0.0
640682,1,0.088468944315041
640687,1,0.11485937173219313
640699,0,0.0
640703,0,0.0
640742,0,0.0
640782,1,0.140612708636725
640786,0,0.0
640793,0,0.0
640810,1,0.06861707876378068
640816,0,0.0
640820,0,0.0
640840,0,0.0
640852,0,0.0
640863,0,0.0
640966,1,0.1566922538530016
640981,0,0.0
641002,0,0.0
641032,1,0.13343425562546854
641036,0,0.0
641048,1,0.0946582805484895
641068,0,0.0
641074,1,0.1068167458033977
641079,1,0.08696267255891864
641106,1,0.07968019675809673
641112,0,0.0
641137,0,0.0
641141,0,0.0
641187,1,0.13690444034427715
641194,1,0.12818312945696406
641209,1,0.07595118241820115
641218,0,0.0
641236,1,0.08455320539901304
641251,0,0.0
641261,1,0.0805518287977865
641310,1,0.13663314066605795
641339,0,0.0
641358,1,0.10151531263585306
641394,1,0.1282562842760837
641412,0,0.0
641444,1,0.09914325598692073
641454,0,0.0
641461,1,0.09700567993046984
641477,1,0.1223080277817599
641538,1,0.17494810441505718
641630,1,0.06551441772462933
641641,1,0.16258848902820133
641647,0,0.0
641654,0,0.0
641676,1,0.12869173689879032
641689,0,0.0
641697,0,0.0
641701,0,0.0
641713,1,0.1313660162367863
641721,0,0.0
641741,1,0.10188857608094827
641754,0,0.0
641799,1,0.1313427319492854
641804,1,0.15077951986450044
641882,1,0.1363175875560174
641889,0,0.0
641895,1,0.09558219524228811
641900,1,0.09425224100384264
642006,1,0.12472148147674439
642017,1,0.09996817897909875
642046,1,0.09298959628909928
642055,0,0.0
642066,0,0.0
642071,0,0.0
642105,1,0.0710383340459309
642110,0,0.0
642169,0,0.0
642206,1,0.07945415685582692
642217,0,0.0
642296,1,0.10773267873806197
642306,0,0.0
642349,0,0.0
642398,0,0.0
642404,1,0.10485809985464442
642430,0,0.0
642468,0,0.0
642475,0,0.0
642524,1,0.08887677930842514
642531,1,0.10076219881496816
642545,0,0.0
642549,1,0.09651962640225671
642675,0,0.0
642730,0,0.0
642758,1,0.10398438934366197
642824,1,0.07128956722838288
642843,0,0.0
642936,1,0.1777871884453954
642976,1,0.13647545939594127
642991,1,0.14444817583124658
643026,0,0.0
643090,1,0.14664227742634878
643110,1,0.0918300170552764
643142,0,0.0
643185,0,0.0
643236,1,0.1530706740648306
643284,1,0.07357291901920594
643321,1,0.07225068575910007
643333,1,0.08864164822078623
643438,0,0.0
643462,1,0.07834895697192075
643466,1,0.11062753362931967
643485,1,0.09968930863576375
643491,0,0.0
643572,1,0.08602468410188872
643618,0,0.0
643641,1,0.10156069381799544
643702,1,0.1324415929038551
643773,1,0.10053047736155704
643791,0,0.0
643797,0,0.0
643805,0,0.0
643812,0,0.0
643830,0,0.0
643842,1,0.07839990986450834
643846,0,0.0
643879,0,0.0
643883,0,0.0
643888,1,0.11339971610509311
643900,0,0.0
643905,0,0.0
643910,0,0.0
643924,0,0.0
643929,0,0.0
643934,0,0.0
643938,0,0.0
643958,0,0.0
643966,0,0.0
643970,0,0.0
644016,1,0.09102751243157438
644110,1,0.1260957072859885
644130,1,0.09384442994601948
644146,1,0.09194782365695546
644205,1,0.12200387083996904
644238,1,0.1041128465404637
644244,0,0.0
644374,0,0.0
644384,1,0.06866831376047262
644404,1,0.10675122653393687
644413,1,0.12481186851594822
644432,0,0.0
644512,1,0.13956516102799177
644524,0,0.0
644576,0,0.0
644582,0,0.0
644610,1,0.12170843345124162
644624,0,0.0
644634,1,0.06684700018066649
644642,1,0.1040995176819563
644686,1,0.07578338416894073
644752,1,0.11557863195128759
644774,0,0.0
644954,1,0.07382714504093502
644967,0,0.0
644975,1,0.0797532169556128
645020,1,0.14704607186065075
645074,0,0.0
645108,1,0.10625194550251542
645123,0,0.0
645136,0,0.0
645200,1,0.13952366280962242
645234,0,0.0
645238,0,0.0
645323,1,0.12094140874146003
645343,0,0.0
645353,0,0.0
645388,0,0.0
645433,1,0.12433207133968158
645445,1,0.1030447551321963
645450,0,0.0
645456,1,0.14206399008960605
645467,0,0.0
645544,1,0.09957066196585351
645613,1,0.1523291428943312
645712,0,0.0
645717,0,0.0
645723,0,0.0
645744,0,0.0
645767,0,0.0
645793,1,0.08158070027501718
645798,0,0.0
645820,1,0.09741678712505111
645833,1,0.1071041893360305
645839,1,0.07005301384901398
645858,1,0.07441367511360093
645946,1,0.09742474223530923
645950,0,0.0
645958,1,0.08883643773108597
645976,1,0.09453155010351136
645983,0,0.0
645989,1,0.06968680865885979
646022,1,0.13613766946153624
646030,0,0.0
646057,1,0.06863463515352321
646135,1,0.11608078844755486
646142,1,0.0763894553941046
646153,0,0.0
646165,0,0.0
646181,1,0.0984657030795312
646212,1,0.117299309692694
646246,0,0.0
646255,1,0.10722154367868833
646270,0,0.0
646276,0,0.0
646358,1,0.12224315772528535
646377,0,0.0
646390,0,0.0
646496,0,0.0
646519,1,0.08598473954140477
646561,0,0.0
646568,1,0.14711806220674495
646602,1,0.08879238540066747
646659,1,0.10655114872462053
646663,0,0.0
646670,1,0.12029047629677829
646678,1,0.09720172168903608
646722,1,0.12367958598860287
646726,0,0.0
646732,0,0.0
646746,0,0.0
646767,0,0.0
646872,1,0.1351176303188511
646879,0,0.0
646914,0,0.0
646946,1,0.13632625818962713
646951,1,0.08956530366712316
646972,1,0.07639954580856465
646978,0,0.0
646987,0,0.0
646992,1,0.07118796618519284
646997,0,0.0
647019,1,0.09046094047533608
647030,0,0.0
647038,0,0.0
647051,0,0.0
647079,0,0.0
647086,0,0.0
647109,0,0.0
647113,0,0.0
647149,1,0.12054493703662271
647165,1,0.08041466859531077
647277,1,0.12503934014807155
647334,1,0.08366965795929066
647342,0,0.0
647387,0,0.0
647391,0,0.0
647408,1,0.08657688730112018
647416,0,0.0
647436,0,0.0
647470,1,0.08467318050924144
647628,0,0.0
647660,1,0.10732853638998076
647697,1,0.11043738771195613
647703,0,0.0
647734,0,0.0
647770,0,0.0
647777,1,0.11993446639539834
647819,1,0.10143466879466617
647823,1,0.10171411860236637
647841,0,0.0
647858,1,0.09496732393455032
647866,1,0.12225447970779182
647900,1,0.11896486980195717
647904,1,0.10722928119798265
647971,1,0.08626109489895546
647976,0,0.0
648117,1,0.07197062950748287
648212,1,0.16473916748787712
648248,0,0.0
648307,0,0.0
648323,0,0.0
648386,1,0.10999171501208647
648393,0,0.0
648441,1,0.08664439306400058
648458,0,0.0
648466,0,0.0
648484,0,0.0
648489,0,0.0
648510,1,0.11420947372063386
648616,1,0.10030829401100959
648620,1,0.14413204294815107
648635,0,0.0
648705,1,0.10874837811021121
648711,0,0.0
648741,1,0.08832290769149516
648784,1,0.07312602111978403
648805,0,0.0
648816,1,0.09412747900409024
648827,1,0.09826760133599446
648843,1,0.12504368627966467
648852,0,0.0
648881,0,0.0
648885,0,0.0
648903,0,0.0
648912,0,0.0
648935,0,0.0
648943,1,0.12373067942833556
648947,1,0.09850022331107314
648993,0,0.0
649009,1,0.0821211060456609
649051,1,0.1721682894270752
649059,0,0.0
649099,0,0.0
649104,0,0.0
649109,0,0.0
649131,1,0.11520583159237299
649203,1,0.09697801908587397
649207,1,0.07721208454352314
649222,0,0.0
649229,1,0.07251638236193561
649242,0,0.0
649258,0,0.0
649269,0,0.0
649304,1,0.09513750608136533
649333,1,0.09855853675154512
649340,0,0.0
649346,1,0.10936385122196503
649351,0,0.0
649357,0,0.0
649414,1,0.14532597401552072
649448,1,0.0685319594569162
649454,0,0.0
649488,0,0.0
649512,1,0.12798458278244618
649535,0,0.0
649550,0,0.0
649631,1,0.07993430813622632
649692,0,0.0
649696,0,0.0
649708,0,0.0
649712,1,0.12840172694291882
649729,0,0.0
649734,1,0.07891067030603474
649744,0,0.0
649767,0,0.0
649794,1,0.17788737933573484
649800,1,0.1233813249892924
649810,0,0.0
649820,1,0.06963404917286958
649829,0,0.0
649841,1,0.10752108289994987
649872,1,0.07396231747083888
649891,0,0.0
649973,1,0.11491064528137666
649998,1,0.16573611511482855
650016,0,0.0
650041,0,0.0
650049,1,0.10634671791061434
650065,0,0.0
650229,0,0.0
650243,0,0.0
650247,0,0.0
650260,1,0.11547860640073318
650281,1,0.11263105855113426
650297,0,0.0
650307,1,0.09088841908000217
650329,1,0.07714343786842895
650334,0,0.0
650343,1,0.08074353492679127
650380,1,0.0908418955891318
650412,0,0.0
650426,1,0.06670180800452069
650468,1,0.10180500935451116
650473,1,0.10588583919954594
650548,0,0.0
650562,1,0.07236821926466935
650576,0,0.0
650586,0,0.0
650617,1,0.07151949477262286
650650,1,0.07496986870733476
650663,0,0.0
650668,1,0.08711672351089798
650677,1,0.11243785394233752
650681,1,0.1430758754594153
650747,1,0.09631195206540355
650822,1,0.12878471286270932
650829,1,0.07095318665039488
650842,0,0.0
650858,1,0.08770573242906898
650874,1,0.12013699077510401
650895,0,0.0
650909,1,0.10695052265814906
650915,0,0.0
650923,1,0.1000447707153015
650951,1,0.11020303554223976
650998,1,0.0932773034314867
651030,1,0.11040044550630375
651037,0,0.0
651092,1,0.0938876975035726
651097,1,0.06831285773404645
651112,0,0.0
651146,1,0.12809891154290526
651151,0,0.0
651161,1,0.09802941615995699
651165,1,0.14034786934499446
651194,0,0.0
651222,1,0.095911820622852
651239,1,0.07167819033362019
651315,1,0.13030525961473294
651415,1,0.08995719785516403
651421,0,0.0
651425,0,0.0
651446,1,0.12888331728382538
651473,1,0.11049688079570238
651494,1,0.09532459223766561
651526,1,0.12434108572700152
651556,0,0.0
651561,0,0.0
651567,0,0.0
651574,1,0.14601594697788342
651580,0,0.0
651590,0,0.0
651595,0,0.0
651604,0,0.0
651620,0,0.0
651639,1,0.12032781474777333
651646,1,0.10592071153997033
651653,0,0.0
651707,1,0.14667403081620237
651746,1,0.11979161634769145
651753,0,0.0
651771,1,0.06855224935027392
651785,0,0.0
651822,1,0.11969931893717262
651827,1,0.17467390933548374
651848,0,0.0
651862,0,0.0
651934,1,0.10451252487081582
651952,0,0.0
651972,1,0.11319859782589964
651988,1,0.09679111230299953
651994,1,0.13030092860395678
651998,0,0.0
652016,0,0.0
652029,0,0.0
652065,1,0.08655577071960396
652128,1,0.10796003948243306
652132,0,0.0
652143,1,0.093798046939385
652187,1,0.14805556478715848
652252,1,0.08808343262862656
652354,0,0.0
652359,0,0.0
652364,1,0.12096359736530571
652451,1,0.09374126289213035
652455,0,0.0
652486,1,0.13428983383226067
652495,0,0.0
652506,0,0.0
652589,0,0.0
652597,0,0.0
652643,0,0.0
652686,0,0.0
652691,1,0.07981453299257876
652735,1,0.09217340106218481
652904,0,0.0
652919,0,0.0
652938,0,0.0
652957,1,0.10841617560762962
652966,0,0.0
652996,1,0.14692837508695805
653002,1,0.10579469909464122
653012,0,0.0
653103,0,0.0
653150,0,0.0
653167,1,0.12266125001948064
653186,1,0.08206164517748779
653286,1,0.07424181120462582
653303,0,0.0
653307,0,0.0
653311,0,0.0
653320,1,0.1302914978797591
653379,1,0.11146098210185018
653436,1,0.13150917946037294
653440,0,0.0
653514,1,0.06910453804489311
653525,1,0.1057621321393282
653540,0,0.0
653549,1,0.08061455278913662
653572,1,0.08139689768274096
653615,1,0.09483794400054037
653633,0,0.0
653642,1,0.09220571198170924
653648,0,0.0
653673,0,0.0
653677,0,0.0
653702,1,0.11448334875020424
653784,0,0.0
653790,0,0.0
653796,1,0.1470049734096045
653831,1,0.09663925652438676
653836,0,0.0
653844,1,0.09028659275365661
653858,0,0.0
653864,1,0.17876124111527902
653874,1,0.07595409275185618
653880,0,0.0
653891,0,0.0
653914,0,0.0
653924,1,0.08646788438286057
653932,0,0.0
653955,1,0.08612466621117199
653971,1,0.09758937029295665
653989,1,0.08197551598299645
654041,1,0.11014282183689186
654048,0,0.0
654052,1,0.07539433932111589
654106,1,0.13302018920149417
654115,1,0.0754571967580513
654120,0,0.0
654176,0,0.0
654181,0,0.0
654217,1,0.08071418903954858
654225,1,0.0689934015262493
654250,0,0.0
654257,1,0.07595002347617955
654265,0,0.0
654273,0,0.0
654281,0,0.0
654291,0,0.0
654326,1,0.12939556350487935
654332,0,0.0
654366,1,0.07137909828270453
654382,1,0.13884429381345684
654386,1,0.06903228663887395
654394,0,0.0
654398,0,0.0
654405,0,0.0
654457,1,0.12734800904282206
654464,0,0.0
654473,0,0.0
654487,0,0.0
654502,1,0.13156063424547507
654531,1,0.0679118554851216
654542,0,0.0
654557,1,0.1454929155908628
654564,1,0.09190004915829203
654585,1,0.15547080339037722
654589,1,0.14823168248278826
654604,1,0.07205838120374143
654631,1,0.1272040017369365
654670,1,0.11246387909828748
654732,1,0.09937711735719965
654744,1,0.0729558853697074
654783,1,0.1358135593418323
654793,0,0.0
654802,0,0.0
654808,0,0.0
654854,0,0.0
654864,1,0.10988008811771112
654868,0,0.0
654879,1,0.1400633182629572
654920,0,0.0
654941,0,0.0
654949,0,0.0
654954,1,0.06896001543612656
654982,0,0.0
654989,0,0.0
655061,1,0.1521718402084282
655075,0,0.0
655165,0,0.0
655182,1,0.0734533290568408
655204,1,0.13853946712560958
655212,1,0.1544621241091728
655219,1,0.10535690405009702
655240,1,0.09906260105813208
655266,0,0.0
655358,0,0.0
655378,1,0.11296663661823719
655395,1,0.14770978352223169
655421,1,0.11553902863294743
655465,0,0.0
655498,0,0.0
655525,1,0.1270518581034266
655531,0,0.0
655556,1,0.06579241829068513
655567,0,0.0
655623,1,0.11323942726368516
655645,1,0.1015921455255488
655652,0,0.0
655706,0,0.0
655716,1,0.09659475193181448
655735,1,0.11987739262649919
655744,1,0.08681514613470166
655785,1,0.12515465001106296
655797,0,0.0
655833,1,0.14519219085748034
655868,1,0.08971733672248625
655879,0,0.0
655914,1,0.10548192338316317
655967,1,0.10185668054833646
656045,0,0.0
656067,1,0.17363448332018322
656095,0,0.0
656115,1,0.09182324704450984
656157,1,0.07372670532040296
656182,1,0.09233212301546252
656223,1,0.07229347929787998
656236,1,0.07084191338408932
656249,0,0.0
656282,0,0.0
656297,1,0.13561523427118408
656305,1,0.1411279017837363
656345,1,0.10570053308286965
656351,0,0.0
656362,1,0.09281198409054818
656387,1,0.11783865445801031
656415,1,0.07939891250685512
656429,1,0.07215394333291605
656466,0,0.0
656483,0,0.0
656491,0,0.0
656498,1,0.12981392155791643
656508,1,0.16594298567154156
656519,1,0.07890857067547903
656532,0,0.0
656541,0,0.0
656547,1,0.08276848523099244
656552,0,0.0
656557,0,0.0
656562,1,0.10819069378929701
656568,0,0.0
656572,1,0.0852918440966229
656594,0,0.0
656614,0,0.0
656619,0,0.0
656623,0,0.0
656631,0,0.0
656681,1,0.10048807080065332
656694,1,0.14570296714749484
656702,0,0.0
656720,1,0.06892000714109611
656737,1,0.06903230395457272
656787,0,0.0
